crypto1,crypto2,entry_z,exit_z,stop_z,total_ret,ann_ret,ann_vol,sharpe,max_dd,win_rate,avg_trade_ret,num_trades,rolling_window
LDO,DYDX,1.5,0.5,5,0.7469662628184104,0.0026713787175329,0.0125478797695396,0.2128948289748384,-0.0779460649272932,0.4444444444444444,0.0322734013211433,36,2753
LDO,DYDX,1.5,0.5,5,0.7469662628184104,0.0026713787175329795,0.01254787976953965,0.21289482897483847,-0.07794606492729328,0.4444444444444444,0.03227340132114339,36,2753
