crypto1,crypto2,entry_z,exit_z,stop_z,total_ret,ann_ret,ann_vol,sharpe,max_dd,win_rate,avg_trade_ret,num_trades,rolling_window
LDO,LUNC,1.5,0.5,5,1.2471117977042856,0.0038792764120583,0.0172711384104624,0.2246103481927015,-0.0016278428932628,0.4583333333333333,0.0709448258909002,24,3946
LDO,LUNC,1.5,0.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3946
LDO,LUNC,1.5,0.5,5,1.2471117977042856,0.003879276412058319,0.01727113841046248,0.22461034819270154,-0.0016278428932628985,0.4583333333333333,0.07094482589090023,24,3946
