index,trade,entry_price1,exit_price1,entry_price2,exit_price2,return,z_score,position
2024-06-14 05:30:00,short,10.776,,1.967,,,1.5095732098117047,0
2024-06-18 15:45:00,close,10.776,9.531,1.967,2.07,0.1638985272587899,0.4556156992729304,-1
