crypto1,crypto2,entry_z,exit_z,stop_z,total_ret,ann_ret,ann_vol,sharpe,max_dd,win_rate,avg_trade_ret,num_trades,rolling_window
LDO,AAVE,1.5,0.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5306
LDO,AAVE,1.5,0.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5306
LDO,AAVE,1.5,0.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5306
LDO,AAVE,1.5,0.5,5,0.4480810239066384,0.0017720731438346,0.013848645199992,0.1279600363966046,-0.1010104900182446,0.375,0.0497639315318292,16,5306
LDO,AAVE,1.5,0.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5306
LDO,AAVE,1.5,0.5,5,0.4480810239066384,0.0017720731438346515,0.013848645199992083,0.12796003639660466,-0.10101049001824469,0.375,0.04976393153182922,16,5306
