crypto1,crypto2,entry_z,exit_z,stop_z,total_ret,ann_ret,ann_vol,sharpe,max_dd,win_rate,avg_trade_ret,num_trades,rolling_window
LDO,CRV,1.5,0.5,5,1.2105464293207682,0.0038005207028875,0.0200119986661755,0.1899121005495155,-0.0565526353151437,0.40625,0.0529571842786681,32,3143
LDO,CRV,1.5,0.5,5,1.2105464293207682,0.0038005207028875,0.020011998666175534,0.18991210054951557,-0.05655263531514376,0.40625,0.05295718427866811,32,3143
